year,substance,mentioned,deaths
2000,30 Clozapine,Without alcohol,5
2000,30 Clozapine,Without other drugs,6
2000,31 Any antidepressant,On the death certificate,441
2000,31 Any antidepressant,With alcohol,93
2000,31 Any antidepressant,Without alcohol,348
2000,31 Any antidepressant,Without other drugs,277
2000,32 Any tricyclic antidepressants,On the death certificate,375
2000,32 Any tricyclic antidepressants,With alcohol,73
2000,32 Any tricyclic antidepressants,Without alcohol,302
2000,32 Any tricyclic antidepressants,Without other drugs,252
2000,33 Amitriptyline,On the death certificate,148
2000,33 Amitriptyline,With alcohol,27
2000,33 Amitriptyline,Without alcohol,121
2000,33 Amitriptyline,Without other drugs,90
2000,34 Dothiepin,On the death certificate,186
2000,34 Dothiepin,With alcohol,37
2000,34 Dothiepin,Without alcohol,149
2000,34 Dothiepin,Without other drugs,131
2000,35 Monoamine-oxidase inhibitors (BNF 4.3.2),On the death certificate,5
2000,35 Monoamine-oxidase inhibitors (BNF 4.3.2),With alcohol,1
2000,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without alcohol,4
2000,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without other drugs,2
2000,36 Any SSRI,On the death certificate,50
2000,36 Any SSRI,With alcohol,20
2000,36 Any SSRI,Without alcohol,30
2000,36 Any SSRI,Without other drugs,12
2000,37 Citalopram,On the death certificate,16
2000,37 Citalopram,With alcohol,4
2000,37 Citalopram,Without alcohol,12
2000,37 Citalopram,Without other drugs,7
2000,38 Any other antidepressants,On the death certificate,18
2000,38 Any other antidepressants,With alcohol,3
2000,38 Any other antidepressants,Without alcohol,15
2000,38 Any other antidepressants,Without other drugs,8
2000,39 Mirtazapine,On the death certificate,1
2000,39 Mirtazapine,Without alcohol,1
2000,39 Mirtazapine,Without other drugs,1
2000,40 Venlafaxine,On the death certificate,17
2000,40 Venlafaxine,With alcohol,3
2000,40 Venlafaxine,Without alcohol,14
2000,40 Venlafaxine,Without other drugs,7
2000,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,566
2000,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,140
2000,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,426
2000,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,194
2000,42 Paracetamol,On the death certificate,479
2000,42 Paracetamol,With alcohol,112
2000,42 Paracetamol,Without alcohol,367
2000,42 Paracetamol,Without other drugs,123
2000,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,375
2000,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,109
2000,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,266
2000,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,71
2000,44 Paracetamol and codeine compound formulation,On the death certificate,31
2000,44 Paracetamol and codeine compound formulation,With alcohol,5
2000,44 Paracetamol and codeine compound formulation,Without alcohol,26
2000,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,16
2000,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,5
2000,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,11
2000,46 Paracetamol not from compound formulation,On the death certificate,156
2000,46 Paracetamol not from compound formulation,With alcohol,22
2000,46 Paracetamol not from compound formulation,Without alcohol,134
2000,46 Paracetamol not from compound formulation,Without other drugs,123
1999,01 All drug poisonings,On the death certificate,3110
1999,01 All drug poisonings,With alcohol,706
1999,01 All drug poisonings,Without alcohol,2404
1999,01 All drug poisonings,Without other drugs,2146
1999,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,1332
1999,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,345
1999,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,987
1999,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,977
1999,03 Heroin and Morphine,On the death certificate,755
1999,03 Heroin and Morphine,With alcohol,209
1999,03 Heroin and Morphine,Without alcohol,546
1999,03 Heroin and Morphine,Without other drugs,575
1999,04 Methadone,On the death certificate,336
1999,04 Methadone,With alcohol,92
1999,04 Methadone,Without alcohol,244
1999,04 Methadone,Without other drugs,178
1999,05 Tramadol,On the death certificate,23
1999,05 Tramadol,With alcohol,2
1999,05 Tramadol,Without alcohol,21
1999,05 Tramadol,Without other drugs,13
1999,06 Codeine not from compound formulation,On the death certificate,24
1999,06 Codeine not from compound formulation,With alcohol,5
1999,06 Codeine not from compound formulation,Without alcohol,19
1999,06 Codeine not from compound formulation,Without other drugs,9
1999,07 Dihydrocodeine not from compound formulation,On the death certificate,124
1999,07 Dihydrocodeine not from compound formulation,With alcohol,21
1999,07 Dihydrocodeine not from compound formulation,Without alcohol,103
1999,07 Dihydrocodeine not from compound formulation,Without other drugs,70
1999,09 Fentanyl,On the death certificate,1
1999,09 Fentanyl,Without alcohol,1
1999,09 Fentanyl,Without other drugs,1
1999,10 Fentanyl analogues,On the death certificate,2
1999,10 Fentanyl analogues,Without alcohol,2
1999,10 Fentanyl analogues,Without other drugs,1
1999,12 Other specified opiate,On the death certificate,26
1999,12 Other specified opiate,With alcohol,5
1999,12 Other specified opiate,Without alcohol,21
1999,12 Other specified opiate,Without other drugs,15
1999,13 Unspecified opiate,On the death certificate,158
1999,13 Unspecified opiate,With alcohol,45
1999,13 Unspecified opiate,Without alcohol,113
1999,13 Unspecified opiate,Without other drugs,115
1999,14 Cocaine,On the death certificate,88
1999,14 Cocaine,With alcohol,15
1999,14 Cocaine,Without alcohol,73
1999,14 Cocaine,Without other drugs,29
1999,15 Any amphetamine,On the death certificate,82
1999,15 Any amphetamine,With alcohol,6
1999,15 Any amphetamine,Without alcohol,76
1999,15 Any amphetamine,Without other drugs,31
1999,16 Amphetamine,On the death certificate,67
1999,16 Amphetamine,With alcohol,4
1999,16 Amphetamine,Without alcohol,63
1999,16 Amphetamine,Without other drugs,25
1999,17 Ecstasy/MDMA,On the death certificate,21
1999,17 Ecstasy/MDMA,With alcohol,2
1999,17 Ecstasy/MDMA,Without alcohol,19
1999,17 Ecstasy/MDMA,Without other drugs,6
1999,19 Cannabis,On the death certificate,8
1999,19 Cannabis,With alcohol,4
1999,19 Cannabis,Without alcohol,4
1999,20 New psychoactive substance,On the death certificate,3
1999,20 New psychoactive substance,With alcohol,2
1999,20 New psychoactive substance,Without alcohol,1
1999,20 New psychoactive substance,Without other drugs,2
1999,21 Any benzodiazepine,On the death certificate,262
1999,21 Any benzodiazepine,With alcohol,89
1999,21 Any benzodiazepine,Without alcohol,173
1999,21 Any benzodiazepine,Without other drugs,48
1999,22 Diazepam,On the death certificate,120
1999,22 Diazepam,With alcohol,39
1999,22 Diazepam,Without alcohol,81
1999,22 Diazepam,Without other drugs,4
1999,23 Temazepam,On the death certificate,95
1999,23 Temazepam,With alcohol,31
1999,23 Temazepam,Without alcohol,64
1999,23 Temazepam,Without other drugs,30
1999,24 Zopiclone/Zolpidem,On the death certificate,20
1999,24 Zopiclone/Zolpidem,With alcohol,8
1999,24 Zopiclone/Zolpidem,Without alcohol,12
1999,24 Zopiclone/Zolpidem,Without other drugs,6
1999,26 Gabapentin,On the death certificate,1
1999,26 Gabapentin,With alcohol,1
1999,27 Barbiturates,On the death certificate,31
1999,27 Barbiturates,With alcohol,1
1999,27 Barbiturates,Without alcohol,30
1999,27 Barbiturates,Without other drugs,21
1999,28 Any antipsychotics,On the death certificate,55
1999,28 Any antipsychotics,With alcohol,12
1999,28 Any antipsychotics,Without alcohol,43
1999,28 Any antipsychotics,Without other drugs,25
1999,30 Clozapine,On the death certificate,4
1999,30 Clozapine,Without alcohol,4
1999,30 Clozapine,Without other drugs,3
1999,31 Any antidepressant,On the death certificate,533
1999,31 Any antidepressant,With alcohol,101
1999,31 Any antidepressant,Without alcohol,432
1999,31 Any antidepressant,Without other drugs,357
1999,32 Any tricyclic antidepressants,On the death certificate,484
1999,32 Any tricyclic antidepressants,With alcohol,91
1999,32 Any tricyclic antidepressants,Without alcohol,393
1999,32 Any tricyclic antidepressants,Without other drugs,334
1999,33 Amitriptyline,On the death certificate,184
1999,33 Amitriptyline,With alcohol,36
1999,33 Amitriptyline,Without alcohol,148
1999,33 Amitriptyline,Without other drugs,117
1999,34 Dothiepin,On the death certificate,242
1999,34 Dothiepin,With alcohol,41
1999,34 Dothiepin,Without alcohol,201
1999,34 Dothiepin,Without other drugs,180
1999,35 Monoamine-oxidase inhibitors (BNF 4.3.2),On the death certificate,3
1999,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without alcohol,3
1999,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without other drugs,3
1999,36 Any SSRI,On the death certificate,33
1999,36 Any SSRI,With alcohol,6
1999,36 Any SSRI,Without alcohol,27
1999,36 Any SSRI,Without other drugs,7
1999,37 Citalopram,On the death certificate,5
1999,37 Citalopram,With alcohol,1
1999,37 Citalopram,Without alcohol,4
1999,37 Citalopram,Without other drugs,1
1999,38 Any other antidepressants,On the death certificate,17
1999,38 Any other antidepressants,With alcohol,2
1999,38 Any other antidepressants,Without alcohol,15
1999,38 Any other antidepressants,Without other drugs,10
1999,40 Venlafaxine,On the death certificate,17
1999,40 Venlafaxine,With alcohol,2
1999,40 Venlafaxine,Without alcohol,15
1999,40 Venlafaxine,Without other drugs,10
1999,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,603
1999,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,146
1999,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,457
1999,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,218
1999,42 Paracetamol,On the death certificate,505
1999,42 Paracetamol,With alcohol,117
1999,42 Paracetamol,Without alcohol,388
1999,42 Paracetamol,Without other drugs,151
1999,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,388
1999,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,109
1999,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,279
1999,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,67
1999,44 Paracetamol and codeine compound formulation,On the death certificate,27
1999,44 Paracetamol and codeine compound formulation,With alcohol,12
1999,44 Paracetamol and codeine compound formulation,Without alcohol,15
1999,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,15
1999,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,3
1999,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,12
1999,46 Paracetamol not from compound formulation,On the death certificate,178
1999,46 Paracetamol not from compound formulation,With alcohol,23
1999,46 Paracetamol not from compound formulation,Without alcohol,155
1999,46 Paracetamol not from compound formulation,Without other drugs,151
1998,01 All drug poisonings,On the death certificate,2976
1998,01 All drug poisonings,With alcohol,686
1998,01 All drug poisonings,Without alcohol,2290
1998,01 All drug poisonings,Without other drugs,2029
1998,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,1151
1998,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,277
1998,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,874
1998,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,824
1998,03 Heroin and Morphine,On the death certificate,609
1998,03 Heroin and Morphine,With alcohol,158
1998,03 Heroin and Morphine,Without alcohol,451
1998,03 Heroin and Morphine,Without other drugs,446
1998,04 Methadone,On the death certificate,398
1998,04 Methadone,With alcohol,85
1998,04 Methadone,Without alcohol,313
1998,04 Methadone,Without other drugs,230
1998,05 Tramadol,On the death certificate,7
1998,05 Tramadol,With alcohol,2
1998,05 Tramadol,Without alcohol,5
1998,05 Tramadol,Without other drugs,3
1998,06 Codeine not from compound formulation,On the death certificate,23
1998,06 Codeine not from compound formulation,With alcohol,6
1998,06 Codeine not from compound formulation,Without alcohol,17
1998,06 Codeine not from compound formulation,Without other drugs,5
1998,07 Dihydrocodeine not from compound formulation,On the death certificate,92
1998,07 Dihydrocodeine not from compound formulation,With alcohol,21
1998,07 Dihydrocodeine not from compound formulation,Without alcohol,71
1998,07 Dihydrocodeine not from compound formulation,Without other drugs,41
1998,10 Fentanyl analogues,On the death certificate,2
1998,10 Fentanyl analogues,Without alcohol,2
1998,10 Fentanyl analogues,Without other drugs,2
1998,12 Other specified opiate,On the death certificate,23
1998,12 Other specified opiate,With alcohol,4
1998,12 Other specified opiate,Without alcohol,19
1998,12 Other specified opiate,Without other drugs,11
1998,13 Unspecified opiate,On the death certificate,113
1998,13 Unspecified opiate,With alcohol,23
1998,13 Unspecified opiate,Without alcohol,90
1998,13 Unspecified opiate,Without other drugs,86
1998,14 Cocaine,On the death certificate,65
1998,14 Cocaine,With alcohol,12
1998,14 Cocaine,Without alcohol,53
1998,14 Cocaine,Without other drugs,27
1998,15 Any amphetamine,On the death certificate,63
1998,15 Any amphetamine,With alcohol,7
1998,15 Any amphetamine,Without alcohol,56
1998,15 Any amphetamine,Without other drugs,30
1998,16 Amphetamine,On the death certificate,48
1998,16 Amphetamine,With alcohol,3
1998,16 Amphetamine,Without alcohol,45
1998,16 Amphetamine,Without other drugs,20
1998,17 Ecstasy/MDMA,On the death certificate,17
1998,17 Ecstasy/MDMA,With alcohol,3
1998,17 Ecstasy/MDMA,Without alcohol,14
1998,17 Ecstasy/MDMA,Without other drugs,10
1998,19 Cannabis,On the death certificate,10
1998,19 Cannabis,With alcohol,2
1998,19 Cannabis,Without alcohol,8
1998,21 Any benzodiazepine,On the death certificate,245
1998,21 Any benzodiazepine,With alcohol,87
1998,21 Any benzodiazepine,Without alcohol,158
1998,21 Any benzodiazepine,Without other drugs,39
1998,22 Diazepam,On the death certificate,117
1998,22 Diazepam,With alcohol,39
1998,22 Diazepam,Without alcohol,78
1998,22 Diazepam,Without other drugs,6
1998,23 Temazepam,On the death certificate,111
1998,23 Temazepam,With alcohol,34
1998,23 Temazepam,Without alcohol,77
1998,23 Temazepam,Without other drugs,24
1998,24 Zopiclone/Zolpidem,On the death certificate,14
1998,24 Zopiclone/Zolpidem,With alcohol,4
1998,24 Zopiclone/Zolpidem,Without alcohol,10
1998,24 Zopiclone/Zolpidem,Without other drugs,4
1998,27 Barbiturates,On the death certificate,27
1998,27 Barbiturates,With alcohol,4
1998,27 Barbiturates,Without alcohol,23
1998,27 Barbiturates,Without other drugs,18
1998,28 Any antipsychotics,On the death certificate,57
1998,28 Any antipsychotics,With alcohol,13
1998,28 Any antipsychotics,Without alcohol,44
1998,28 Any antipsychotics,Without other drugs,25
1998,29 Quetiapine,On the death certificate,1
1998,29 Quetiapine,Without alcohol,1
1998,29 Quetiapine,Without other drugs,1
1998,30 Clozapine,On the death certificate,1
1998,30 Clozapine,With alcohol,1
1998,30 Clozapine,Without other drugs,1
1998,31 Any antidepressant,On the death certificate,538
1998,31 Any antidepressant,With alcohol,102
1998,31 Any antidepressant,Without alcohol,436
1998,31 Any antidepressant,Without other drugs,373
1998,32 Any tricyclic antidepressants,On the death certificate,497
1998,32 Any tricyclic antidepressants,With alcohol,90
1998,32 Any tricyclic antidepressants,Without alcohol,407
1998,32 Any tricyclic antidepressants,Without other drugs,355
1998,33 Amitriptyline,On the death certificate,184
1998,33 Amitriptyline,With alcohol,36
1998,33 Amitriptyline,Without alcohol,148
1998,33 Amitriptyline,Without other drugs,118
1998,34 Dothiepin,On the death certificate,260
1998,34 Dothiepin,With alcohol,46
1998,34 Dothiepin,Without alcohol,214
1998,34 Dothiepin,Without other drugs,200
1998,35 Monoamine-oxidase inhibitors (BNF 4.3.2),On the death certificate,7
1998,35 Monoamine-oxidase inhibitors (BNF 4.3.2),With alcohol,1
1998,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without alcohol,6
1998,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without other drugs,5
1998,36 Any SSRI,On the death certificate,29
1998,36 Any SSRI,With alcohol,6
1998,36 Any SSRI,Without alcohol,23
1998,36 Any SSRI,Without other drugs,5
1998,37 Citalopram,On the death certificate,3
1998,37 Citalopram,Without alcohol,3
1998,37 Citalopram,Without other drugs,1
1998,38 Any other antidepressants,On the death certificate,6
1998,38 Any other antidepressants,With alcohol,3
1998,38 Any other antidepressants,Without alcohol,3
1998,38 Any other antidepressants,Without other drugs,4
1998,40 Venlafaxine,On the death certificate,5
1998,40 Venlafaxine,With alcohol,2
1998,40 Venlafaxine,Without alcohol,3
1998,40 Venlafaxine,Without other drugs,3
1998,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,633
1998,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,172
1998,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,461
1998,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,256
1998,42 Paracetamol,On the death certificate,546
1998,42 Paracetamol,With alcohol,134
1998,42 Paracetamol,Without alcohol,412
1998,42 Paracetamol,Without other drugs,185
1998,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,383
1998,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,121
1998,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,262
1998,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,71
1998,44 Paracetamol and codeine compound formulation,On the death certificate,23
1998,44 Paracetamol and codeine compound formulation,With alcohol,4
1998,44 Paracetamol and codeine compound formulation,Without alcohol,19
1998,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,18
1998,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,5
1998,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,13
1998,46 Paracetamol not from compound formulation,On the death certificate,222
1998,46 Paracetamol not from compound formulation,With alcohol,45
1998,46 Paracetamol not from compound formulation,Without alcohol,177
1998,46 Paracetamol not from compound formulation,Without other drugs,185
1997,01 All drug poisonings,On the death certificate,2817
1997,01 All drug poisonings,With alcohol,619
1997,01 All drug poisonings,Without alcohol,2198
1997,01 All drug poisonings,Without other drugs,1974
1997,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,1032
1997,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,233
1997,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,799
1997,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,759
1997,03 Heroin and Morphine,On the death certificate,444
1997,03 Heroin and Morphine,With alcohol,106
1997,03 Heroin and Morphine,Without alcohol,338
1997,03 Heroin and Morphine,Without other drugs,331
1997,04 Methadone,On the death certificate,437
1997,04 Methadone,With alcohol,100
1997,04 Methadone,Without alcohol,337
1997,04 Methadone,Without other drugs,288
1997,05 Tramadol,On the death certificate,5
1997,05 Tramadol,Without alcohol,5
1997,05 Tramadol,Without other drugs,1
1997,06 Codeine not from compound formulation,On the death certificate,28
1997,06 Codeine not from compound formulation,With alcohol,9
1997,06 Codeine not from compound formulation,Without alcohol,19
1997,06 Codeine not from compound formulation,Without other drugs,15
1997,07 Dihydrocodeine not from compound formulation,On the death certificate,87
1997,07 Dihydrocodeine not from compound formulation,With alcohol,12
1997,07 Dihydrocodeine not from compound formulation,Without alcohol,75
1997,07 Dihydrocodeine not from compound formulation,Without other drugs,41
1997,12 Other specified opiate,On the death certificate,25
1997,12 Other specified opiate,With alcohol,7
1997,12 Other specified opiate,Without alcohol,18
1997,12 Other specified opiate,Without other drugs,12
1997,13 Unspecified opiate,On the death certificate,85
1997,13 Unspecified opiate,With alcohol,17
1997,13 Unspecified opiate,Without alcohol,68
1997,13 Unspecified opiate,Without other drugs,71
1997,14 Cocaine,On the death certificate,27
1997,14 Cocaine,With alcohol,5
1997,14 Cocaine,Without alcohol,22
1997,14 Cocaine,Without other drugs,12
1997,15 Any amphetamine,On the death certificate,56
1997,15 Any amphetamine,With alcohol,5
1997,15 Any amphetamine,Without alcohol,51
1997,15 Any amphetamine,Without other drugs,27
1997,16 Amphetamine,On the death certificate,41
1997,16 Amphetamine,With alcohol,4
1997,16 Amphetamine,Without alcohol,37
1997,16 Amphetamine,Without other drugs,18
1997,17 Ecstasy/MDMA,On the death certificate,15
1997,17 Ecstasy/MDMA,With alcohol,1
1997,17 Ecstasy/MDMA,Without alcohol,14
1997,17 Ecstasy/MDMA,Without other drugs,8
1997,19 Cannabis,On the death certificate,14
1997,19 Cannabis,With alcohol,6
1997,19 Cannabis,Without alcohol,8
1997,19 Cannabis,Without other drugs,1
1997,21 Any benzodiazepine,On the death certificate,243
1997,21 Any benzodiazepine,With alcohol,100
1997,21 Any benzodiazepine,Without alcohol,143
1997,21 Any benzodiazepine,Without other drugs,54
1997,22 Diazepam,On the death certificate,111
1997,22 Diazepam,With alcohol,58
1997,22 Diazepam,Without alcohol,53
1997,22 Diazepam,Without other drugs,10
1997,23 Temazepam,On the death certificate,97
1997,23 Temazepam,With alcohol,32
1997,23 Temazepam,Without alcohol,65
1997,23 Temazepam,Without other drugs,28
1997,24 Zopiclone/Zolpidem,On the death certificate,12
1997,24 Zopiclone/Zolpidem,With alcohol,4
1997,24 Zopiclone/Zolpidem,Without alcohol,8
1997,27 Barbiturates,On the death certificate,21
1997,27 Barbiturates,With alcohol,2
1997,27 Barbiturates,Without alcohol,19
1997,27 Barbiturates,Without other drugs,17
1997,28 Any antipsychotics,On the death certificate,48
1997,28 Any antipsychotics,With alcohol,12
1997,28 Any antipsychotics,Without alcohol,36
1997,28 Any antipsychotics,Without other drugs,21
1997,30 Clozapine,On the death certificate,1
1997,30 Clozapine,Without alcohol,1
1997,30 Clozapine,Without other drugs,1
1997,31 Any antidepressant,On the death certificate,524
1997,31 Any antidepressant,With alcohol,99
1997,31 Any antidepressant,Without alcohol,425
1997,31 Any antidepressant,Without other drugs,379
1997,32 Any tricyclic antidepressants,On the death certificate,495
1997,32 Any tricyclic antidepressants,With alcohol,93
1997,32 Any tricyclic antidepressants,Without alcohol,402
1997,32 Any tricyclic antidepressants,Without other drugs,361
1997,33 Amitriptyline,On the death certificate,175
1997,33 Amitriptyline,With alcohol,34
1997,33 Amitriptyline,Without alcohol,141
1997,33 Amitriptyline,Without other drugs,114
1997,34 Dothiepin,On the death certificate,254
1997,34 Dothiepin,With alcohol,46
1997,34 Dothiepin,Without alcohol,208
1997,34 Dothiepin,Without other drugs,199
1997,35 Monoamine-oxidase inhibitors (BNF 4.3.2),On the death certificate,5
1997,35 Monoamine-oxidase inhibitors (BNF 4.3.2),With alcohol,1
1997,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without alcohol,4
1997,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without other drugs,2
1997,36 Any SSRI,On the death certificate,19
1997,36 Any SSRI,With alcohol,4
1997,36 Any SSRI,Without alcohol,15
1997,36 Any SSRI,Without other drugs,7
1997,38 Any other antidepressants,On the death certificate,12
1997,38 Any other antidepressants,With alcohol,3
1997,38 Any other antidepressants,Without alcohol,9
1997,38 Any other antidepressants,Without other drugs,8
1997,40 Venlafaxine,On the death certificate,12
1997,40 Venlafaxine,With alcohol,3
1997,40 Venlafaxine,Without alcohol,9
1997,40 Venlafaxine,Without other drugs,8
1997,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,653
1997,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,161
1997,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,492
1997,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,286
1997,42 Paracetamol,On the death certificate,548
1997,42 Paracetamol,With alcohol,121
1997,42 Paracetamol,Without alcohol,427
1997,42 Paracetamol,Without other drugs,208
1997,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,385
1997,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,109
1997,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,276
1997,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,78
1997,44 Paracetamol and codeine compound formulation,On the death certificate,22
1997,44 Paracetamol and codeine compound formulation,With alcohol,3
1997,44 Paracetamol and codeine compound formulation,Without alcohol,19
1997,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,14
1997,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,2
1997,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,12
1997,46 Paracetamol not from compound formulation,On the death certificate,243
1997,46 Paracetamol not from compound formulation,With alcohol,48
1997,46 Paracetamol not from compound formulation,Without alcohol,195
1997,46 Paracetamol not from compound formulation,Without other drugs,208
1996,01 All drug poisonings,On the death certificate,2618
1996,01 All drug poisonings,With alcohol,535
1996,01 All drug poisonings,Without alcohol,2083
1996,01 All drug poisonings,Without other drugs,1852
1996,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,914
1996,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,216
1996,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,698
1996,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,670
1996,03 Heroin and Morphine,On the death certificate,440
1996,03 Heroin and Morphine,With alcohol,101
1996,03 Heroin and Morphine,Without alcohol,339
1996,03 Heroin and Morphine,Without other drugs,331
1996,04 Methadone,On the death certificate,322
1996,04 Methadone,With alcohol,69
1996,04 Methadone,Without alcohol,253
1996,04 Methadone,Without other drugs,189
1996,05 Tramadol,On the death certificate,1
1996,05 Tramadol,Without alcohol,1
1996,06 Codeine not from compound formulation,On the death certificate,15
1996,06 Codeine not from compound formulation,With alcohol,6
1996,06 Codeine not from compound formulation,Without alcohol,9
1996,06 Codeine not from compound formulation,Without other drugs,8
1996,07 Dihydrocodeine not from compound formulation,On the death certificate,76
1996,07 Dihydrocodeine not from compound formulation,With alcohol,23
1996,07 Dihydrocodeine not from compound formulation,Without alcohol,53
1996,07 Dihydrocodeine not from compound formulation,Without other drugs,44
1996,11 Buprenorphine,On the death certificate,1
1996,11 Buprenorphine,Without alcohol,1
1996,11 Buprenorphine,Without other drugs,1
1996,12 Other specified opiate,On the death certificate,32
1996,12 Other specified opiate,With alcohol,8
1996,12 Other specified opiate,Without alcohol,24
1996,12 Other specified opiate,Without other drugs,20
1996,13 Unspecified opiate,On the death certificate,89
1996,13 Unspecified opiate,With alcohol,18
1996,13 Unspecified opiate,Without alcohol,71
1996,13 Unspecified opiate,Without other drugs,77
1996,14 Cocaine,On the death certificate,13
1996,14 Cocaine,With alcohol,4
1996,14 Cocaine,Without alcohol,9
1996,14 Cocaine,Without other drugs,6
1996,15 Any amphetamine,On the death certificate,46
1996,15 Any amphetamine,With alcohol,7
1996,15 Any amphetamine,Without alcohol,39
1996,15 Any amphetamine,Without other drugs,23
1996,16 Amphetamine,On the death certificate,33
1996,16 Amphetamine,With alcohol,5
1996,16 Amphetamine,Without alcohol,28
1996,16 Amphetamine,Without other drugs,14
1996,17 Ecstasy/MDMA,On the death certificate,16
1996,17 Ecstasy/MDMA,With alcohol,4
1996,17 Ecstasy/MDMA,Without alcohol,12
1996,17 Ecstasy/MDMA,Without other drugs,8
1996,19 Cannabis,On the death certificate,9
1996,19 Cannabis,With alcohol,4
1996,19 Cannabis,Without alcohol,5
1996,20 New psychoactive substance,On the death certificate,1
1996,20 New psychoactive substance,With alcohol,1
1996,20 New psychoactive substance,Without other drugs,1
1996,21 Any benzodiazepine,On the death certificate,222
1996,21 Any benzodiazepine,With alcohol,72
1996,21 Any benzodiazepine,Without alcohol,150
1996,21 Any benzodiazepine,Without other drugs,48
1996,22 Diazepam,On the death certificate,84
1996,22 Diazepam,With alcohol,31
1996,22 Diazepam,Without alcohol,53
